Taxon,Species,Trait,Value,Source
Birds,Strix uralensis,Egg_MASS,46,Storchova_Horak_2018
Birds,Strix uralensis,Young,AL,Storchova_Horak_2018
Birds,Strix uralensis,Association during nesting,S,Storchova_Horak_2018
Birds,Strix uralensis,Nest type,H,Storchova_Horak_2018
Birds,Strix uralensis,Nest building,N,Storchova_Horak_2018
Birds,Strix uralensis,Mating system,M,Storchova_Horak_2018
Birds,Strix uralensis,Incubation period,31,Storchova_Horak_2018
Birds,Strix uralensis,Incubation sex,F,Storchova_Horak_2018
Birds,Strix uralensis,Hatching,AS,Storchova_Horak_2018
Birds,Strix uralensis,Eggshells,NA,Storchova_Horak_2018
Birds,Strix uralensis,Nestling period,25,Storchova_Horak_2018
Birds,Strix uralensis,Fledging period,40,Storchova_Horak_2018
Birds,Strix uralensis,Parental feeding,NA,Storchova_Horak_2018
Birds,Strix uralensis,Age of independence,110,Storchova_Horak_2018
Birds,Strix uralensis,Feeding independence,110,Storchova_Horak_2018
Birds,Strix uralensis,Age of first breeding,3,Storchova_Horak_2018
Birds,Strix uralensis,Life span,24,Storchova_Horak_2018
Birds,Strix uralensis,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Strix uralensis,Mortality of adults,10,Storchova_Horak_2018
"Birds,Strix uralensis,Association outside the breeding season,""SO,PA"",Storchova_Horak_2018"
Birds,Strix uralensis,Territoriality,1,Storchova_Horak_2018
Birds,Strix uralensis,Sedentary,1,Storchova_Horak_2018
Birds,Strix uralensis,Facultative migrant,0,Storchova_Horak_2018
Birds,Strix uralensis,Short distance migrant,0,Storchova_Horak_2018
Birds,Strix uralensis,Long distance migrant,0,Storchova_Horak_2018
Birds,Sturnus unicolor,TailF_MEAN,62.6,Storchova_Horak_2018
Birds,Sturnus unicolor,BillU_MEAN,29.2,Storchova_Horak_2018
Birds,Sturnus unicolor,BillM_MEAN,29.6,Storchova_Horak_2018
Birds,Sturnus unicolor,BillF_MEAN,28.8,Storchova_Horak_2018
Birds,Sturnus unicolor,TarsusU_MEAN,30.7,Storchova_Horak_2018
Birds,Sturnus unicolor,TarsusM_MEAN,30.7,Storchova_Horak_2018
Birds,Sturnus unicolor,TarsusF_MEAN,30.7,Storchova_Horak_2018
Birds,Sturnus unicolor,WeightU_MEAN,92.15,Storchova_Horak_2018
Birds,Sturnus unicolor,WeightM_MEAN,94.1,Storchova_Horak_2018
Birds,Sturnus unicolor,WeightF_MEAN,90.2,Storchova_Horak_2018
Birds,Sturnus unicolor,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Sturnus unicolor,Clutch_MIN,2,Storchova_Horak_2018
Birds,Sturnus unicolor,Clutch_MAX,9,Storchova_Horak_2018
Birds,Sturnus unicolor,Clutch_MEAN,4.5,Storchova_Horak_2018
Birds,Sturnus unicolor,Broods per year,1.5,Storchova_Horak_2018
Birds,Sturnus unicolor,EggL_MEAN,30.7,Storchova_Horak_2018
Birds,Sturnus unicolor,EggW_MEAN,21.6,Storchova_Horak_2018
Birds,Sturnus unicolor,Egg_MASS,7.5,Storchova_Horak_2018
Birds,Sturnus unicolor,Young,AL,Storchova_Horak_2018
"Birds,Sturnus unicolor,Association during nesting,""S,SC"",Storchova_Horak_2018"
Birds,Sturnus unicolor,Nest type,H,Storchova_Horak_2018
Birds,Sturnus unicolor,Nest building,B,Storchova_Horak_2018
"Birds,Sturnus unicolor,Mating system,""M,PG"",Storchova_Horak_2018"
Birds,Sturnus unicolor,Incubation period,11,Storchova_Horak_2018
Birds,Sturnus unicolor,Incubation sex,F,Storchova_Horak_2018
Birds,Sturnus unicolor,Hatching,SY,Storchova_Horak_2018
Birds,Sturnus unicolor,Eggshells,NA,Storchova_Horak_2018
Birds,Sturnus unicolor,Nestling period,22,Storchova_Horak_2018
Birds,Sturnus unicolor,Fledging period,22,Storchova_Horak_2018
Birds,Sturnus unicolor,Parental feeding,29,Storchova_Horak_2018
Birds,Sturnus unicolor,Age of independence,29,Storchova_Horak_2018
Birds,Sturnus unicolor,Feeding independence,29,Storchova_Horak_2018
Birds,Sturnus unicolor,Age of first breeding,1,Storchova_Horak_2018
Birds,Sturnus unicolor,Life span,9,Storchova_Horak_2018
Birds,Sturnus unicolor,Post-fledging mortality,58,Storchova_Horak_2018
Birds,Sturnus unicolor,Mortality of adults,NA,Storchova_Horak_2018
Birds,Sturnus unicolor,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Sturnus unicolor,Territoriality,1,Storchova_Horak_2018
Birds,Sturnus unicolor,Sedentary,1,Storchova_Horak_2018
Birds,Sturnus unicolor,Facultative migrant,0,Storchova_Horak_2018
Birds,Sturnus unicolor,Short distance migrant,0,Storchova_Horak_2018
Birds,Sturnus unicolor,Long distance migrant,0,Storchova_Horak_2018
Birds,Sturnus vulgaris,TailF_MEAN,61.8,Storchova_Horak_2018
Birds,Sturnus vulgaris,BillU_MEAN,28.85,Storchova_Horak_2018
Birds,Sturnus vulgaris,BillM_MEAN,29.3,Storchova_Horak_2018
Birds,Sturnus vulgaris,BillF_MEAN,28.4,Storchova_Horak_2018
Birds,Sturnus vulgaris,TarsusU_MEAN,30.1,Storchova_Horak_2018
Birds,Sturnus vulgaris,TarsusM_MEAN,30.5,Storchova_Horak_2018
Birds,Sturnus vulgaris,TarsusF_MEAN,29.7,Storchova_Horak_2018
Birds,Sturnus vulgaris,WeightU_MEAN,80.55,Storchova_Horak_2018
Birds,Sturnus vulgaris,WeightM_MEAN,82.7,Storchova_Horak_2018
Birds,Sturnus vulgaris,WeightF_MEAN,78.4,Storchova_Horak_2018
Birds,Sturnus vulgaris,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Sturnus vulgaris,Clutch_MIN,4,Storchova_Horak_2018
Birds,Sturnus vulgaris,Clutch_MAX,7,Storchova_Horak_2018
Birds,Sturnus vulgaris,Clutch_MEAN,5,Storchova_Horak_2018
Birds,Sturnus vulgaris,Broods per year,1.5,Storchova_Horak_2018
Birds,Sturnus vulgaris,EggL_MEAN,29.7,Storchova_Horak_2018
Birds,Sturnus vulgaris,EggW_MEAN,21.2,Storchova_Horak_2018
Birds,Sturnus vulgaris,Egg_MASS,7,Storchova_Horak_2018
Birds,Sturnus vulgaris,Young,AL,Storchova_Horak_2018
Birds,Sturnus vulgaris,Association during nesting,C,Storchova_Horak_2018
Birds,Sturnus vulgaris,Nest type,H,Storchova_Horak_2018
Birds,Sturnus vulgaris,Nest building,M,Storchova_Horak_2018
"Birds,Sturnus vulgaris,Mating system,""M,PG"",Storchova_Horak_2018"
Birds,Sturnus vulgaris,Incubation period,12,Storchova_Horak_2018
Birds,Sturnus vulgaris,Incubation sex,F,Storchova_Horak_2018
Birds,Sturnus vulgaris,Hatching,AS,Storchova_Horak_2018
Birds,Sturnus vulgaris,Eggshells,NA,Storchova_Horak_2018
Birds,Sturnus vulgaris,Nestling period,21,Storchova_Horak_2018
Birds,Sturnus vulgaris,Fledging period,21,Storchova_Horak_2018
Birds,Sturnus vulgaris,Parental feeding,NA,Storchova_Horak_2018
Birds,Sturnus vulgaris,Age of independence,29,Storchova_Horak_2018
Birds,Sturnus vulgaris,Feeding independence,29,Storchova_Horak_2018
Birds,Sturnus vulgaris,Age of first breeding,2,Storchova_Horak_2018
Birds,Sturnus vulgaris,Life span,23,Storchova_Horak_2018
Birds,Sturnus vulgaris,Post-fledging mortality,58,Storchova_Horak_2018
Birds,Sturnus vulgaris,Mortality of adults,42,Storchova_Horak_2018
Birds,Sturnus vulgaris,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Sturnus vulgaris,Territoriality,1,Storchova_Horak_2018
Birds,Sturnus vulgaris,Sedentary,1,Storchova_Horak_2018
Birds,Sturnus vulgaris,Facultative migrant,0,Storchova_Horak_2018
Birds,Sturnus vulgaris,Short distance migrant,1,Storchova_Horak_2018
Birds,Sturnus vulgaris,Long distance migrant,0,Storchova_Horak_2018
Birds,Sylvia atricapilla,TailF_MEAN,58.8,Storchova_Horak_2018
Birds,Sylvia atricapilla,BillU_MEAN,14.45,Storchova_Horak_2018
Birds,Sylvia atricapilla,BillM_MEAN,14.3,Storchova_Horak_2018
Birds,Sylvia atricapilla,BillF_MEAN,14.6,Storchova_Horak_2018
Birds,Sylvia atricapilla,TarsusU_MEAN,20.7,Storchova_Horak_2018
Birds,Sylvia atricapilla,TarsusM_MEAN,20.6,Storchova_Horak_2018
Birds,Sylvia atricapilla,TarsusF_MEAN,20.8,Storchova_Horak_2018
Birds,Sylvia atricapilla,WeightU_MEAN,18.6,Storchova_Horak_2018
Birds,Sylvia atricapilla,WeightM_MEAN,18,Storchova_Horak_2018
Birds,Sylvia atricapilla,WeightF_MEAN,19.2,Storchova_Horak_2018
Birds,Sylvia atricapilla,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Sylvia atricapilla,Clutch_MIN,2,Storchova_Horak_2018
Birds,Sylvia atricapilla,Clutch_MAX,7,Storchova_Horak_2018
Birds,Sylvia atricapilla,Clutch_MEAN,5,Storchova_Horak_2018
Birds,Sylvia atricapilla,Broods per year,1,Storchova_Horak_2018
Birds,Sylvia atricapilla,EggL_MEAN,19.7,Storchova_Horak_2018
Birds,Sylvia atricapilla,EggW_MEAN,14.7,Storchova_Horak_2018
Birds,Sylvia atricapilla,Egg_MASS,2.19,Storchova_Horak_2018
Birds,Sylvia atricapilla,Young,AL,Storchova_Horak_2018
Birds,Sylvia atricapilla,Association during nesting,S,Storchova_Horak_2018
Birds,Sylvia atricapilla,Nest type,OA,Storchova_Horak_2018
Birds,Sylvia atricapilla,Nest building,B,Storchova_Horak_2018
Birds,Sylvia atricapilla,Mating system,M,Storchova_Horak_2018
Birds,Sylvia atricapilla,Incubation period,13,Storchova_Horak_2018
Birds,Sylvia atricapilla,Incubation sex,B,Storchova_Horak_2018
Birds,Sylvia atricapilla,Hatching,SY,Storchova_Horak_2018
Birds,Sylvia atricapilla,Eggshells,NA,Storchova_Horak_2018
Birds,Sylvia atricapilla,Nestling period,11,Storchova_Horak_2018
Birds,Sylvia atricapilla,Fledging period,11,Storchova_Horak_2018
Birds,Sylvia atricapilla,Parental feeding,28,Storchova_Horak_2018
Birds,Sylvia atricapilla,Age of independence,28,Storchova_Horak_2018
Birds,Sylvia atricapilla,Feeding independence,28,Storchova_Horak_2018
Birds,Sylvia atricapilla,Age of first breeding,1,Storchova_Horak_2018
Birds,Sylvia atricapilla,Life span,14,Storchova_Horak_2018
Birds,Sylvia atricapilla,Post-fledging mortality,68,Storchova_Horak_2018
Birds,Sylvia atricapilla,Mortality of adults,51,Storchova_Horak_2018
Birds,Sylvia atricapilla,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Sylvia atricapilla,Territoriality,1,Storchova_Horak_2018
Birds,Sylvia atricapilla,Sedentary,1,Storchova_Horak_2018
Birds,Sylvia atricapilla,Facultative migrant,0,Storchova_Horak_2018
Birds,Sylvia atricapilla,Short distance migrant,1,Storchova_Horak_2018
Birds,Sylvia atricapilla,Long distance migrant,0,Storchova_Horak_2018
Birds,Sylvia borin,TailF_MEAN,54.8,Storchova_Horak_2018
Birds,Sylvia borin,BillU_MEAN,14.5,Storchova_Horak_2018
Birds,Sylvia borin,BillM_MEAN,14.6,Storchova_Horak_2018
Birds,Sylvia borin,BillF_MEAN,14.4,Storchova_Horak_2018
Birds,Sylvia borin,TarsusU_MEAN,20.45,Storchova_Horak_2018
Birds,Sylvia borin,TarsusM_MEAN,20.6,Storchova_Horak_2018
Birds,Sylvia borin,TarsusF_MEAN,20.3,Storchova_Horak_2018
Birds,Sylvia borin,WeightU_MEAN,18.7,Storchova_Horak_2018
Birds,Sylvia borin,WeightM_MEAN,18.2,Storchova_Horak_2018
Birds,Sylvia borin,WeightF_MEAN,19.2,Storchova_Horak_2018
Birds,Sylvia borin,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Sylvia borin,Clutch_MIN,2,Storchova_Horak_2018
Birds,Sylvia borin,Clutch_MAX,6,Storchova_Horak_2018
Birds,Sylvia borin,Clutch_MEAN,4.5,Storchova_Horak_2018
Birds,Sylvia borin,Broods per year,1,Storchova_Horak_2018
Birds,Sylvia borin,EggL_MEAN,20,Storchova_Horak_2018
Birds,Sylvia borin,EggW_MEAN,14.7,Storchova_Horak_2018
Birds,Sylvia borin,Egg_MASS,2.38,Storchova_Horak_2018
Birds,Sylvia borin,Young,AL,Storchova_Horak_2018
Birds,Sylvia borin,Association during nesting,S,Storchova_Horak_2018
Birds,Sylvia borin,Nest type,OA,Storchova_Horak_2018
Birds,Sylvia borin,Nest building,B,Storchova_Horak_2018
Birds,Sylvia borin,Mating system,M,Storchova_Horak_2018
Birds,Sylvia borin,Incubation period,12,Storchova_Horak_2018
Birds,Sylvia borin,Incubation sex,B,Storchova_Horak_2018
Birds,Sylvia borin,Hatching,AS,Storchova_Horak_2018
Birds,Sylvia borin,Eggshells,NA,Storchova_Horak_2018
Birds,Sylvia borin,Nestling period,10,Storchova_Horak_2018
Birds,Sylvia borin,Fledging period,10,Storchova_Horak_2018
Birds,Sylvia borin,Parental feeding,22,Storchova_Horak_2018
Birds,Sylvia borin,Age of independence,22,Storchova_Horak_2018
Birds,Sylvia borin,Feeding independence,22,Storchova_Horak_2018
Birds,Sylvia borin,Age of first breeding,1,Storchova_Horak_2018
Birds,Sylvia borin,Life span,14,Storchova_Horak_2018
Birds,Sylvia borin,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Sylvia borin,Mortality of adults,54,Storchova_Horak_2018
Birds,Sylvia borin,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Sylvia borin,Territoriality,1,Storchova_Horak_2018
Birds,Sylvia borin,Sedentary,0,Storchova_Horak_2018
Birds,Sylvia borin,Facultative migrant,0,Storchova_Horak_2018
Birds,Sylvia borin,Short distance migrant,0,Storchova_Horak_2018
Birds,Sylvia borin,Long distance migrant,1,Storchova_Horak_2018
Birds,Sylvia cantillans,TailF_MEAN,51.4,Storchova_Horak_2018
Birds,Sylvia cantillans,BillU_MEAN,12.85,Storchova_Horak_2018
Birds,Sylvia cantillans,BillM_MEAN,13,Storchova_Horak_2018
Birds,Sylvia cantillans,BillF_MEAN,12.7,Storchova_Horak_2018
Birds,Sylvia cantillans,TarsusU_MEAN,19.3,Storchova_Horak_2018
Birds,Sylvia cantillans,TarsusM_MEAN,19.4,Storchova_Horak_2018
Birds,Sylvia cantillans,TarsusF_MEAN,19.2,Storchova_Horak_2018
Birds,Sylvia cantillans,WeightU_MEAN,9.5,Storchova_Horak_2018
Birds,Sylvia cantillans,WeightM_MEAN,9.5,Storchova_Horak_2018
Birds,Sylvia cantillans,WeightF_MEAN,9.5,Storchova_Horak_2018
Birds,Sylvia cantillans,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Sylvia cantillans,Clutch_MIN,3,Storchova_Horak_2018
Birds,Sylvia cantillans,Clutch_MAX,5,Storchova_Horak_2018
Birds,Sylvia cantillans,Clutch_MEAN,3.5,Storchova_Horak_2018
Birds,Sylvia cantillans,Broods per year,2,Storchova_Horak_2018
Birds,Sylvia cantillans,EggL_MEAN,16.5,Storchova_Horak_2018
Birds,Sylvia cantillans,EggW_MEAN,12.9,Storchova_Horak_2018
Birds,Sylvia cantillans,Egg_MASS,1.42,Storchova_Horak_2018
Birds,Sylvia cantillans,Young,AL,Storchova_Horak_2018
Birds,Sylvia cantillans,Association during nesting,S,Storchova_Horak_2018
Birds,Sylvia cantillans,Nest type,OA,Storchova_Horak_2018
Birds,Sylvia cantillans,Nest building,B,Storchova_Horak_2018
Birds,Sylvia cantillans,Mating system,M,Storchova_Horak_2018
Birds,Sylvia cantillans,Incubation period,12,Storchova_Horak_2018
Birds,Sylvia cantillans,Incubation sex,B,Storchova_Horak_2018
Birds,Sylvia cantillans,Hatching,SY,Storchova_Horak_2018
Birds,Sylvia cantillans,Eggshells,NA,Storchova_Horak_2018
Birds,Sylvia cantillans,Nestling period,11,Storchova_Horak_2018
Birds,Sylvia cantillans,Fledging period,12,Storchova_Horak_2018
Birds,Sylvia cantillans,Parental feeding,NA,Storchova_Horak_2018
Birds,Sylvia cantillans,Age of independence,26,Storchova_Horak_2018
Birds,Sylvia cantillans,Feeding independence,26,Storchova_Horak_2018
Birds,Sylvia cantillans,Age of first breeding,1,Storchova_Horak_2018
Birds,Sylvia cantillans,Life span,NA,Storchova_Horak_2018
Birds,Sylvia cantillans,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Sylvia cantillans,Mortality of adults,NA,Storchova_Horak_2018
"Birds,Sylvia cantillans,Association outside the breeding season,""PA,GR"",Storchova_Horak_2018"
Birds,Sylvia cantillans,Territoriality,1,Storchova_Horak_2018
Birds,Sylvia cantillans,Sedentary,0,Storchova_Horak_2018
Birds,Sylvia cantillans,Facultative migrant,0,Storchova_Horak_2018
Birds,Sylvia cantillans,Short distance migrant,0,Storchova_Horak_2018
Birds,Sylvia cantillans,Long distance migrant,1,Storchova_Horak_2018
Birds,Sylvia subalpina,TailF_MEAN,51.4,Storchova_Horak_2018
Birds,Sylvia subalpina,BillU_MEAN,12.85,Storchova_Horak_2018
Birds,Sylvia subalpina,BillM_MEAN,13,Storchova_Horak_2018
Birds,Sylvia subalpina,BillF_MEAN,12.7,Storchova_Horak_2018
Birds,Sylvia subalpina,TarsusU_MEAN,19.3,Storchova_Horak_2018
Birds,Sylvia subalpina,TarsusM_MEAN,19.4,Storchova_Horak_2018
Birds,Sylvia subalpina,TarsusF_MEAN,19.2,Storchova_Horak_2018
Birds,Sylvia subalpina,WeightU_MEAN,9.5,Storchova_Horak_2018
Birds,Sylvia subalpina,WeightM_MEAN,9.5,Storchova_Horak_2018
Birds,Sylvia subalpina,WeightF_MEAN,9.5,Storchova_Horak_2018
Birds,Sylvia subalpina,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Sylvia subalpina,Clutch_MIN,3,Storchova_Horak_2018
Birds,Sylvia subalpina,Clutch_MAX,5,Storchova_Horak_2018
Birds,Sylvia subalpina,Clutch_MEAN,3.5,Storchova_Horak_2018
Birds,Sylvia subalpina,Broods per year,2,Storchova_Horak_2018
Birds,Sylvia subalpina,EggL_MEAN,16.5,Storchova_Horak_2018
Birds,Sylvia subalpina,EggW_MEAN,12.9,Storchova_Horak_2018
Birds,Sylvia subalpina,Egg_MASS,1.42,Storchova_Horak_2018
Birds,Sylvia subalpina,Young,AL,Storchova_Horak_2018
Birds,Sylvia subalpina,Association during nesting,S,Storchova_Horak_2018
Birds,Sylvia subalpina,Nest type,OA,Storchova_Horak_2018
Birds,Sylvia subalpina,Nest building,B,Storchova_Horak_2018
Birds,Sylvia subalpina,Mating system,M,Storchova_Horak_2018
Birds,Sylvia subalpina,Incubation period,12,Storchova_Horak_2018
Birds,Sylvia subalpina,Incubation sex,B,Storchova_Horak_2018
Birds,Sylvia subalpina,Hatching,SY,Storchova_Horak_2018
Birds,Sylvia subalpina,Eggshells,NA,Storchova_Horak_2018
Birds,Sylvia subalpina,Nestling period,11,Storchova_Horak_2018
Birds,Sylvia subalpina,Fledging period,12,Storchova_Horak_2018
Birds,Sylvia subalpina,Parental feeding,NA,Storchova_Horak_2018
Birds,Sylvia subalpina,Age of independence,26,Storchova_Horak_2018
Birds,Sylvia subalpina,Feeding independence,26,Storchova_Horak_2018
Birds,Sylvia subalpina,Age of first breeding,1,Storchova_Horak_2018
Birds,Sylvia subalpina,Life span,NA,Storchova_Horak_2018
Birds,Sylvia subalpina,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Sylvia subalpina,Mortality of adults,NA,Storchova_Horak_2018
"Birds,Sylvia subalpina,Association outside the breeding season,""PA,GR"",Storchova_Horak_2018"
Birds,Sylvia subalpina,Territoriality,1,Storchova_Horak_2018
Birds,Sylvia subalpina,Sedentary,0,Storchova_Horak_2018
Birds,Sylvia subalpina,Facultative migrant,0,Storchova_Horak_2018
Birds,Sylvia subalpina,Short distance migrant,0,Storchova_Horak_2018
Birds,Sylvia subalpina,Long distance migrant,1,Storchova_Horak_2018
Birds,Sylvia communis,TailF_MEAN,60.3,Storchova_Horak_2018
Birds,Sylvia communis,BillU_MEAN,14,Storchova_Horak_2018
Birds,Sylvia communis,BillM_MEAN,14,Storchova_Horak_2018
Birds,Sylvia communis,BillF_MEAN,14,Storchova_Horak_2018
Birds,Sylvia communis,TarsusU_MEAN,21.6,Storchova_Horak_2018
Birds,Sylvia communis,TarsusM_MEAN,21.9,Storchova_Horak_2018
Birds,Sylvia communis,TarsusF_MEAN,21.3,Storchova_Horak_2018
Birds,Sylvia communis,WeightU_MEAN,14.75,Storchova_Horak_2018
Birds,Sylvia communis,WeightM_MEAN,14.4,Storchova_Horak_2018
Birds,Sylvia communis,WeightF_MEAN,15.1,Storchova_Horak_2018
Birds,Sylvia communis,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Sylvia communis,Clutch_MIN,1,Storchova_Horak_2018
Birds,Sylvia communis,Clutch_MAX,7,Storchova_Horak_2018
Birds,Sylvia communis,Clutch_MEAN,4.5,Storchova_Horak_2018
Birds,Sylvia communis,Broods per year,1,Storchova_Horak_2018
Birds,Sylvia communis,EggL_MEAN,18.2,Storchova_Horak_2018
Birds,Sylvia communis,EggW_MEAN,13.8,Storchova_Horak_2018
Birds,Sylvia communis,Egg_MASS,1.78,Storchova_Horak_2018
Birds,Sylvia communis,Young,AL,Storchova_Horak_2018
Birds,Sylvia communis,Association during nesting,S,Storchova_Horak_2018
Birds,Sylvia communis,Nest type,OA,Storchova_Horak_2018
Birds,Sylvia communis,Nest building,B,Storchova_Horak_2018
Birds,Sylvia communis,Mating system,M,Storchova_Horak_2018
Birds,Sylvia communis,Incubation period,11,Storchova_Horak_2018
Birds,Sylvia communis,Incubation sex,B,Storchova_Horak_2018
Birds,Sylvia communis,Hatching,SY,Storchova_Horak_2018
Birds,Sylvia communis,Eggshells,NA,Storchova_Horak_2018
Birds,Sylvia communis,Nestling period,11,Storchova_Horak_2018
Birds,Sylvia communis,Fledging period,11,Storchova_Horak_2018
Birds,Sylvia communis,Parental feeding,29,Storchova_Horak_2018
Birds,Sylvia communis,Age of independence,29,Storchova_Horak_2018
Birds,Sylvia communis,Feeding independence,29,Storchova_Horak_2018
Birds,Sylvia communis,Age of first breeding,1,Storchova_Horak_2018
Birds,Sylvia communis,Life span,9,Storchova_Horak_2018
Birds,Sylvia communis,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Sylvia communis,Mortality of adults,NA,Storchova_Horak_2018
Birds,Sylvia communis,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Sylvia communis,Territoriality,1,Storchova_Horak_2018
Birds,Sylvia communis,Sedentary,0,Storchova_Horak_2018
Birds,Sylvia communis,Facultative migrant,0,Storchova_Horak_2018
Birds,Sylvia communis,Short distance migrant,0,Storchova_Horak_2018
Birds,Sylvia communis,Long distance migrant,1,Storchova_Horak_2018
Birds,Sylvia curruca,TailF_MEAN,53.6,Storchova_Horak_2018
Birds,Sylvia curruca,BillU_MEAN,13.2,Storchova_Horak_2018
Birds,Sylvia curruca,BillM_MEAN,13.2,Storchova_Horak_2018
Birds,Sylvia curruca,BillF_MEAN,13.2,Storchova_Horak_2018
Birds,Sylvia curruca,TarsusU_MEAN,19.75,Storchova_Horak_2018
Birds,Sylvia curruca,TarsusM_MEAN,19.9,Storchova_Horak_2018
Birds,Sylvia curruca,TarsusF_MEAN,19.6,Storchova_Horak_2018
Birds,Sylvia curruca,WeightU_MEAN,12.4,Storchova_Horak_2018
Birds,Sylvia curruca,WeightM_MEAN,12.4,Storchova_Horak_2018
Birds,Sylvia curruca,WeightF_MEAN,12.4,Storchova_Horak_2018
Birds,Sylvia curruca,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Sylvia curruca,Clutch_MIN,2,Storchova_Horak_2018
Birds,Sylvia curruca,Clutch_MAX,7,Storchova_Horak_2018
Birds,Sylvia curruca,Clutch_MEAN,5,Storchova_Horak_2018
